Stage,Day,Hour,PV,WT,Electricity Load,Hydrogen Load,Electricity Prices
0,3,14,0.343955662,9.183946974,5251.336252,11526.62782,1.009419312
0,3,15,0.258380985,9.736685828,5318.518978,11941.06171,0.970935932
0,3,16,0.210020257,10.60456784,5963.199753,12693.66374,0.979846839
0,3,17,0.234975041,9.513089775,4862.996837,11114.63294,1.018520784
0,3,18,0,11.09541317,4481.571959,11612.54449,1.02981045
0,3,19,0,8.808627011,4243.273468,10127.38929,0.994503167
0,3,20,0,9.30462533,4268.237383,9445.773798,1.028296484
0,3,21,0,10.19782868,4023.863013,8015.426732,1.013217487
0,3,22,0,8.930629293,3218.474204,1070.326477,0.982256087
0,3,23,0,9.180947313,3700.458687,1591.250055,0.984568372
0,3,24,0,10.45743835,3768.413813,2148.002076,1.020937902
0,4,1,0,8.496255199,2950.057732,347.4362223,0.982180304
0,4,2,0,8.916427663,3275.71953,519.1236927,0.971274186
0,4,3,0,8.699514418,3497.191514,277.2912809,0.976197402
0,4,4,0,10.21332884,3511.699596,687.4818086,0.944364153
0,4,5,0,9.207184821,3478.340512,309.3847048,0.952295254
0,4,6,0,10.25128155,2603.352771,1460.594403,0.964685474
0,4,7,0,10.20089061,3847.956076,1816.872557,0.978240889
0,4,8,0,8.964146302,3803.006247,806.3146169,0.970972258
0,4,9,0,8.629409845,3245.151674,1306.585268,0.988858629
0,4,10,0.064388352,10.69874773,3622.188785,753.2664812,0.972325224
0,4,11,0.125877462,9.063909366,3632.714696,3304.335769,0.998929912
0,4,12,0.131286407,10.95459708,4489.568552,5656.493756,0.959768015
0,4,13,0.081157737,9.447467353,3503.806758,4367.15796,0.965134459
0,4,14,0.157794403,8.627090111,5276.532645,11581.85669,0.991211834
0,4,15,0.089558369,10.33132497,5220.404738,11172.53112,0.990575309
0,4,16,0.126500192,10.98499201,4414.254525,10140.22758,0.983123485
0,4,17,0.09915549,10.86076875,4301.841221,10861.69515,0.982788762
0,4,18,0,10.56855283,4674.931665,10270.98954,0.984022544
0,4,19,0,10.68631025,4516.277143,8390.288337,0.99026017
0,4,20,0,9.271819152,4365.927591,9252.092011,0.966776557
0,4,21,0,10.0385795,3993.070596,7175.13469,0.999412696
0,4,22,0,8.475616945,3686.130635,1386.906386,0.953474459
0,4,23,0,9.514172843,4080.198211,135.9197584,0.999427533
0,4,24,0,9.918353428,3264.087894,1145.369183,0.961427242
0,5,1,0,11.40444321,3451.986373,69.31804041,0.943183307
0,5,2,0,13.69747786,3358.364837,1538.903871,0.935992596
0,5,3,0,13.21760216,3378.0246,1798.030847,0.972637781
0,5,4,0,13.36913651,3732.773524,878.8759628,0.988998984
0,5,5,0,13.03216102,3216.279964,256.6054314,0.965381867
0,5,6,0,12.10695386,4289.191526,1158.994322,0.995986793
0,5,7,0,12.38587747,3033.146193,1109.911987,0.979345683
0,5,8,0,13.40175322,3299.011551,1618.741619,0.99243407
0,5,9,0,13.53720155,2579.25067,1488.303901,1.014141337
0,5,10,0.084999668,12.87039929,2644.118276,2720.04982,0.999010759
0,5,11,0.156552647,13.05149909,3149.044369,3981.526706,0.958403263
0,5,12,0.084014645,12.67163585,3558.423852,5642.562504,0.976784195
0,5,13,0.195788927,11.27840946,2836.177834,3930.019427,0.968296616
0,5,14,0.057785974,12.47507495,5918.909086,11377.96024,0.955262163
0,5,15,0.101855171,12.38698385,4733.430467,11548.67957,0.943936063
0,5,16,0.031754469,12.25977942,5042.142373,11537.87639,0.99196724
0,5,17,0.065375946,12.24024288,5603.856529,10569.42488,0.964496509
0,5,18,0,13.71052365,4211.536567,8556.813005,0.983193091
0,5,19,0,12.33975319,4404.886833,9674.591373,0.956449706
0,5,20,0,11.33210434,4224.913722,9265.377956,0.952218045
0,5,21,0,11.60971357,3978.173635,8722.281684,0.923546139
0,5,22,0,12.82987735,3714.130485,206.1123122,0.959158433
0,5,23,0,13.99719953,3994.528735,1455.337316,0.991805949
0,5,24,0,13.37053361,2804.96938,1689.126788,0.98449731
0,6,1,0,0,2942.368432,166.3272649,0.922410488
0,6,2,0,0,3719.936566,1740.266241,1.006875947
0,6,3,0,0,2944.247524,971.6386249,0.989960991
0,6,4,0,0,3156.156857,2255.115756,0.949284739
0,6,5,0,0,3444.128832,435.8483067,1.013419809
0,6,6,0,0,3280.35728,1322.027275,0.933412875
0,6,7,0,0,3945.096514,1726.673904,0.987359315
0,6,8,0,0,3024.381817,477.3578572,0.940049543
0,6,9,0.494767171,3.93196821,3160.984808,2719.693914,0.960355708
0,6,10,0.464585779,0,3365.130344,2323.878301,0.980693702
0,6,11,0.496870508,0,3530.898199,3836.235305,0.931381228
0,6,12,0.691137512,0,3251.82825,3125.574734,0.960288604
0,6,13,0.610765669,0,4061.213602,2714.576468,1.007032301
0,6,14,0.465670859,0,4938.309095,10866.53375,0.990333199
0,6,15,0.446145065,0,4456.881335,10998.366,0.93543504
0,6,16,0.390048988,0,4035.163446,10430.5597,0.992242708
0,6,17,0.391132617,0,4686.469361,10245.13244,1.009137621
0,6,18,0.447040909,0,4800.902646,9911.346087,0.967288967
0,6,19,0,0,3278.428691,7985.931943,0.980334056
0,6,20,0,0,3645.882916,10992.78149,0.984996342
0,6,21,0,3.993690858,3423.371673,8047.818098,1.003610989
0,6,22,0,0,3376.421565,427.667687,1.006868467
0,6,23,0,0,3153.642294,2132.042915,0.973859337
0,6,24,0,3.675486133,3355.984326,1929.992096,0.989897311
0,7,1,0,5.120600685,3195.307775,734.0066482,0.960930156
0,7,2,0,4.104876183,3818.895406,649.2046824,0.970626687
0,7,3,0,6.663405902,3332.286293,776.573226,0.953781055
0,7,4,0,4.595232031,3914.636694,1145.778631,0.974194845
0,7,5,0,3.387776407,3434.399251,970.7817185,0.944045922
0,7,6,0,4.958474387,3186.827417,143.22602,1.000308691
0,7,7,0,4.440433688,3192.437499,1442.240967,1.007133785
0,7,8,0,3.020896446,3682.358116,137.3880391,0.988642719
0,7,9,0.134341216,5.138810987,3279.176642,2864.481166,1.023785201
0,7,10,0.188124115,5.336197061,3323.788586,692.8431414,0.995219674
0,7,11,0.407420073,3.438347404,3240.422517,3415.338226,0.951306543
0,7,12,0.225799544,5.955617367,3634.44951,1733.142084,0.95959169
0,7,13,0.260565873,3.290624615,3931.01797,4438.451605,0.962581234
0,7,14,0.315943458,6.32727314,5782.3844,12353.60744,1.024828658
0,7,15,0.33594168,6.20710637,5112.83448,10388.5127,0.949781737
0,7,16,0.267143378,4.424917477,4797.106667,10680.9437,1.019108352
0,7,17,0.2270182,2.804330208,4533.6985,8694.722327,0.988100473
0,7,18,0.256944394,6.125444505,4412.678476,11615.15799,0.932664459
0,7,19,0,5.023964442,4008.640539,10387.98028,0.998285315
0,7,20,0,6.137594582,3944.121448,8955.897765,0.936543743
0,7,21,0,6.265981466,3544.113288,9383.378595,1.008640362
0,7,22,0,6.769381192,3791.625731,640.1435489,0.985101449
0,7,23,0,6.332224401,3213.39955,3569.802915,0.953115712
0,7,24,0,3.762434604,3487.747227,1908.442979,0.984234062
0,8,1,0,11.17671384,3242.890545,794.654833,0.959531619
0,8,2,0,9.752987088,4341.29418,755.8846436,0.975205692
0,8,3,0,10.38040824,4065.02692,632.1799164,0.988032544
0,8,4,0,8.983392349,3802.137678,984.1046536,1.013216966
0,8,5,0,11.00947128,3397.126081,385.0207721,0.964052295
0,8,6,0,10.88698501,3818.051121,302.9413901,0.984289628
0,8,7,0,9.654204364,3284.969374,1151.48357,0.901514298
0,8,8,0,10.34731233,4120.97849,533.8539666,0.956514728
0,8,9,0.026268899,11.01894965,3569.164367,1178.43558,0.960530198
0,8,10,0.012285916,11.05137053,2372.204502,2223.862625,0.956790267
0,8,11,0.131385508,9.178764727,3351.579967,3159.298179,0.988438224
0,8,12,0.100930734,10.26476086,4587.982023,3735.341179,0.991393679
0,8,13,0.143205459,8.488480176,4069.080761,3036.719811,0.969746733
0,8,14,0.12906851,10.77172091,5527.780107,10899.11243,1.010638651
0,8,15,0.046665798,10.9945069,4216.817635,11194.88037,0.958811665
0,8,16,0.127630688,11.11084174,4895.085488,11386.87339,1.005651679
0,8,17,0.100448915,9.827659502,4909.400811,9428.962875,0.955401219
0,8,18,0.085399231,8.968056994,4148.368974,8850.460695,0.971104395
0,8,19,0,9.612544012,4384.619999,7053.565209,0.985067119
0,8,20,0,10.25966449,4190.075543,6737.874762,0.982547418
0,8,21,0,10.840688,4038.68369,8316.250843,1.005312976
0,8,22,0,10.16260725,3485.688557,1911.068411,0.974710345
0,8,23,0,9.356762978,3939.250959,176.9156222,0.916175886
0,8,24,0,10.41180696,3643.056637,2626.257112,0.957483156
0,9,1,0,13.0588225,2851.496729,1312.238325,0.956367948
0,9,2,0,11.4351072,3198.478404,542.3602177,0.940397823
0,9,3,0,12.26970283,2667.664246,829.7495493,1.016947841
0,9,4,0,13.99538191,3539.212369,626.0230113,0.994208123
0,9,5,0,12.32976447,2988.943292,176.9794008,0.969009062
0,9,6,0,12.98982129,3969.459448,1608.082949,0.964658007
0,9,7,0,12.02685469,3001.698197,1323.233935,0.952733759
0,9,8,0,11.44817869,3480.807224,1182.414559,0.925701944
0,9,9,0.000388636,12.89424288,3557.231739,769.8694077,1.021185716
0,9,10,0.100922877,12.24049736,3420.835436,2399.1757,1.013672065
0,9,11,0.163887402,12.42647428,3454.619694,850.4079615,0.976093609
0,9,12,0.175010385,11.97331281,4046.334239,2468.879269,0.96261101
0,9,13,0.139497423,11.71189789,3832.751118,1775.059535,1.037893712
0,9,14,0.064004111,12.13644443,4810.911239,11796.77921,0.949046427
0,9,15,0.033962577,11.90016728,5004.617084,11397.65832,0.983036111
0,9,16,0.024906501,13.13020706,4262.83597,9627.119634,0.973834106
0,9,17,0.083313652,13.27280059,3879.297584,8369.954913,0.972299457
0,9,18,0.113292255,13.4296136,4207.465516,8289.259158,1.012564708
0,9,19,0,13.10445802,4205.410281,8119.793467,0.973139289
0,9,20,0,13.33811298,4022.664895,8714.144331,0.998229962
0,9,21,0,11.21934719,3850.981624,9666.327712,0.993737519
0,9,22,0,13.85543611,3471.033684,30.02761331,0.9591268
0,9,23,0,12.5531535,3450.436635,934.084437,0.97253736
0,9,24,0,11.26532144,3753.710634,1130.428285,0.980603147
0,10,1,0,0,3695.812793,1299.696791,0.959089947
0,10,2,0,0,3352.376058,8.292109661,0.964012786
0,10,3,0,0,3291.680217,71.68790884,1.001281185
0,10,4,0,0,3460.957771,530.6326588,0.95556138
0,10,5,0,3.674181012,3123.326939,240.8345974,1.005511246
0,10,6,0,0,3116.104235,1103.154683,1.018117801
0,10,7,0,0,3702.199853,820.5368466,0.95994425
0,10,8,0,0,3218.279604,1423.700864,1.019054178
0,10,9,0.541854027,0,3099.406745,454.2797749,0.967229438
0,10,10,0.747380406,0,2929.40866,1806.875625,0.993589429
0,10,11,0.801013869,0,3256.484176,1290.78797,0.950048108
0,10,12,0.759151707,0,3192.294011,2170.471601,0.960452871
0,10,13,0.811464204,3.518935084,3011.158205,3231.657293,1.058053381
0,10,14,0.739471694,0,5250.961285,9690.957748,0.974589141
0,10,15,0.795906861,0,4991.670039,8484.558104,0.984916091
0,10,16,0.622954267,0,5400.431682,9762.161765,0.943732737
0,10,17,0.645337298,0,3576.455822,8998.934612,0.943573173
0,10,18,0.576136959,0,4961.430248,7851.58541,0.984536757
0,10,19,0.452926083,3.830150211,3482.118824,8412.475449,0.969418918
0,10,20,0,3.716989955,2737.739427,7784.826466,0.972733681
0,10,21,0,0,3409.205932,8232.085372,0.96077732
0,10,22,0,0,3151.08512,780.9674664,0.991228378
0,10,23,0,0,3679.695836,935.1145253,0.92830071
0,10,24,0,0,2755.92993,2238.044584,0.966851179
0,11,1,0,5.315975141,3425.425561,380.9261378,0.980393329
0,11,2,0,5.604509719,3489.03485,144.0411479,0.998300947
0,11,3,0,3.11500717,2795.167642,440.4897832,0.975116676
0,11,4,0,2.851062678,4231.318633,734.0643718,1.00153236
0,11,5,0,3.071417551,2913.153838,144.8213153,0.954087459
0,11,6,0,5.741682066,3067.135217,84.09854908,0.999888159
0,11,7,0,3.267317062,3614.496377,18.08986607,0.975493592
0,11,8,0,4.603858163,4090.997289,449.9209389,0.958372433
0,11,9,0.52616058,2.936779626,2671.773039,1483.560008,0.95671784
0,11,10,0.458079648,4.88445701,3510.389944,51.87696021,1.023155607
0,11,11,0.587476277,4.8809879,3346.815899,2556.268519,0.94524098
0,11,12,0.521826605,5.593105338,3801.722415,3740.525703,0.99938162
0,11,13,0.748163417,2.973511209,3113.98015,2538.953041,0.951831569
0,11,14,0.551089949,4.611924727,4380.412206,9752.915869,0.997455462
0,11,15,0.639490043,3.365110377,5396.85621,9513.819468,0.911340848
0,11,16,0.392017536,3.761086127,4893.969067,8437.931628,0.974366058
0,11,17,0.468516354,4.759259336,4424.193917,8970.698685,1.003273287
0,11,18,0.358082044,6.376589167,3587.204995,9161.83782,0.988774345
0,11,19,0.289821948,4.470817222,4211.226933,9318.546103,0.981637503
0,11,20,0,4.875039105,4006.548207,7328.393083,0.933099365
0,11,21,0,3.175102419,3885.446168,8008.274021,0.986799851
0,11,22,0,6.578198879,3848.463105,160.3749298,0.982560129
0,11,23,0,6.339324604,3370.680809,1208.914138,0.908887349
0,11,24,0,6.713814438,3429.272686,1318.842635,0.975152882
0,12,1,0,4.894482701,3081.876043,2512.478873,0.981542316
0,12,2,0,4.366530301,2589.152545,112.7606049,0.941185013
0,12,3,0,6.928008186,2412.858869,2177.294553,0.998288366
0,12,4,0,3.976122489,2887.569181,657.2134884,0.958500288
0,12,5,0,3.321332476,3489.778948,729.4887365,0.98650514
0,12,6,0,3.092895016,2497.426033,811.2817786,0.970779603
0,12,7,0,3.321896881,3481.069948,1103.10112,0.966055171
0,12,8,0,4.619812305,3333.363239,499.9723921,1.023459587
0,12,9,0.258731781,4.550442746,3322.75198,765.005661,0.953822099
0,12,10,0.164716181,5.041627536,2761.807386,1286.176691,0.940538999
0,12,11,0.402267998,5.411843163,3412.83981,2511.416374,0.981169084
0,12,12,0.395880218,2.800124572,3205.422241,1813.812297,0.979029153
0,12,13,0.430509663,5.368671201,3899.135715,3745.166552,0.967375594
0,12,14,0.221514069,3.019160533,4676.933894,10785.84815,0.994372712
0,12,15,0.175897414,3.45049343,5332.305412,10925.67331,0.98129118
0,12,16,0.321086254,5.623011787,4354.47596,7872.140009,1.013324419
0,12,17,0.250286044,5.82943492,4509.190698,9689.95407,0.973924071
0,12,18,0.246227835,3.252546359,4357.109268,7156.124186,0.984981972
0,12,19,0.234301782,3.453759176,4515.097421,6329.993649,0.961761384
0,12,20,0,3.725483711,3414.669129,6299.205969,0.961948469
0,12,21,0,3.730994572,3334.696454,6755.140342,0.992423912
0,12,22,0,6.729325113,3754.12184,1753.748641,0.935072375
0,12,23,0,2.93443882,3367.524855,194.6291939,0.977939559
0,12,24,0,4.402812356,3452.322787,185.3780275,0.994962185
0,13,1,0,9.292326476,3495.284086,1088.53956,0.980911203
0,13,2,0,9.017718078,3665.330647,777.8308958,0.978031407
0,13,3,0,8.840008876,3723.736098,1157.939833,0.956543022
0,13,4,0,10.21323351,3334.406343,130.5928607,0.995283969
0,13,5,0,8.507785027,3183.387445,790.371167,0.995813279
0,13,6,0,9.484646938,3339.433897,89.78782167,0.945931348
0,13,7,0,8.681703995,3300.423181,2075.46332,1.053539883
0,13,8,0,10.2669496,3468.734327,963.3941186,0.943360545
0,13,9,0.131967718,9.402192328,3465.995194,1658.256622,0.957250276
0,13,10,0.125362873,10.71307008,2842.165053,491.4665639,0.988520999
0,13,11,0.130961774,9.868186961,2705.271277,1025.885783,1.008919468
0,13,12,0.09083913,10.58184054,3465.092174,3766.543605,0.983124795
0,13,13,0.194793896,9.341868212,3195.433611,2489.403688,0.995737705
0,13,14,0.10769926,10.33537122,4994.298037,10190.0383,0.933984836
0,13,15,0.091411316,10.36757033,4674.281126,10872.60529,0.957338804
0,13,16,0.09426825,11.17040091,4599.559847,8608.984169,0.956580512
0,13,17,0.056618766,9.852861319,4567.096427,10480.53936,0.976879187
0,13,18,0.099521421,9.55897996,4928.591881,8553.398418,0.972772169
0,13,19,0.001775039,11.0190098,3710.303692,7572.203191,0.980217193
0,13,20,0,10.83264629,4002.36289,6642.266851,0.969033289
0,13,21,0,9.073841692,3655.449449,6354.244503,0.976413867
0,13,22,0,8.731399279,3659.217645,483.4209216,1.000703295
0,13,23,0,9.822341134,3405.906776,1561.699962,0.971641971
0,13,24,0,9.513382732,3463.927623,631.3703141,0.939501485
0,14,1,0,0,4014.921917,527.4812276,0.999834135
0,14,2,0,0,3458.458228,380.6795212,0.953931667
0,14,3,0,0,2442.481575,2311.976749,0.961831126
0,14,4,0,0,3403.708729,719.6496157,0.995551071
0,14,5,0,0,2800.153971,1079.827957,0.935108772
0,14,6,0,0,3346.670166,2360.953429,1.003615749
0,14,7,0,0,3004.23977,29.22160892,0.949308471
0,14,8,0.495956347,0,3687.304569,1192.17747,0.957885071
0,14,9,0.662746284,0,2666.175217,654.8627906,0.994495286
0,14,10,0.742056769,0,2115.356072,1659.287116,0.987670788
0,14,11,0.753907762,0,3382.113991,2853.278584,0.944199502
0,14,12,0.847533077,0,3381.764074,3105.123663,0.948802455
0,14,13,0.878798689,0,2689.005269,2124.389214,0.975979264
0,14,14,0.762713146,0,4742.776587,11309.52331,0.995594483
0,14,15,0.726656036,0,4166.532463,10712.13799,0.957369
0,14,16,0.63248162,0,4043.778219,8978.893853,0.957962544
0,14,17,0.566128778,0,4547.339035,8516.63119,0.962117404
0,14,18,0.516203376,0,3194.552295,8558.237759,0.974617917
0,14,19,0.44120516,0,4452.323089,8755.295482,0.97215855
0,14,20,0.335872037,3.506494499,3572.871001,10247.3272,0.947082239
0,14,21,0.269845329,0,3733.22357,8764.927002,1.009305558
0,14,22,0,0,2981.683553,794.5949389,0.964304509
0,14,23,0,0,3001.060835,1298.05194,0.955363056
0,14,24,0,0,3785.799713,1082.619078,0.950234325
0,15,1,0,2.864081673,2841.292171,347.1249227,0.995426368
0,15,2,0,3.007405568,3272.580678,18.73147707,0.989302511
0,15,3,0,6.724904087,3292.091648,437.5770216,0.924553615
0,15,4,0,4.826207546,3860.273635,961.9939582,0.982773417
0,15,5,0,5.153495373,3203.306865,542.102758,1.034648331
0,15,6,0,3.677847045,4162.977024,916.2631059,0.966275702
0,15,7,0,6.779190127,3367.896233,590.6006446,0.993338419
0,15,8,0.374044132,4.824636353,3562.017802,1188.242748,0.993716201
0,15,9,0.366346047,6.563092341,2716.67586,707.057737,0.981433541
0,15,10,0.532911049,6.814775102,3002.015495,1143.108076,0.986033591
0,15,11,0.421106096,3.472024019,3040.155563,2497.003005,0.981437203
0,15,12,0.534813754,4.253412543,4118.058191,1307.935025,0.990243597
0,15,13,0.512854107,6.143626745,3963.488126,2248.046699,0.980159227
0,15,14,0.559125352,4.875319632,5007.037097,10094.39305,0.984656743
0,15,15,0.521312035,3.069595878,5060.382841,8687.674,0.947869054
0,15,16,0.552784642,3.294568728,4491.018556,8282.149781,0.973011032
0,15,17,0.406065118,6.35126683,4108.252585,8409.129774,0.980839205
0,15,18,0.394762866,4.727209061,4719.53931,9759.503856,0.962576364
0,15,19,0.255739585,6.692289847,3804.90143,9600.19221,0.962999353
0,15,20,0.275880637,5.386786833,3497.18074,7235.123726,1.033238907
0,15,21,0.215020128,5.2115662,3344.245701,6587.482123,0.967886275
0,15,22,0,2.9192351,3237.077801,511.244731,0.987452345
0,15,23,0,6.029906177,2753.634519,766.1649922,1.014477774
0,15,24,0,3.859496734,3128.982716,1203.08048,0.998419818
0,16,1,0,4.568498382,3929.633518,224.5139548,0.992162789
0,16,2,0,5.562988145,3040.011553,1282.256254,0.970162947
0,16,3,0,5.466988493,2427.704758,985.0857829,0.99955788
0,16,4,0,3.001661123,3292.328511,1338.584562,1.02276086
0,16,5,0,4.604580049,3629.56479,1866.434725,0.959214142
0,16,6,0,6.801893881,2876.686465,118.7621226,0.943124195
0,16,7,0,4.814615357,4156.02244,1697.681531,0.969436928
0,16,8,0.199907,5.935206299,3543.916846,25.65645303,1.019526518
0,16,9,0.232079318,6.927578484,2417.035775,515.4605759,0.995009356
0,16,10,0.33405305,4.013050831,2403.892727,2946.338861,1.001598318
0,16,11,0.34439262,4.467369279,3460.625413,2211.756315,1.005109062
0,16,12,0.195382517,4.033560917,3116.597632,3562.821442,0.975301405
0,16,13,0.373798041,3.527336951,4004.590118,2103.158246,0.976356394
0,16,14,0.315229184,4.689694679,4242.063576,9154.548063,1.010675771
0,16,15,0.363171282,3.745731663,5191.884616,11440.67642,1.026999205
0,16,16,0.178924411,3.729667699,4201.208251,8457.010673,0.98081498
0,16,17,0.21179162,4.266028907,5007.517885,7099.09175,0.942613163
0,16,18,0.264470548,6.279698972,3592.971536,8871.189633,0.953661865
0,16,19,0.130841593,6.030662523,3732.157454,7097.253233,0.990647503
0,16,20,0.095841256,5.003879962,3961.047478,7056.738453,0.971775288
0,16,21,0.156030215,3.092555507,3425.543109,7508.623814,0.962775152
0,16,22,0,6.718844862,3499.778332,636.383552,0.95765398
0,16,23,0,4.928760179,3165.510678,172.229413,0.965693757
0,16,24,0,5.361176768,3389.918286,55.39388073,0.980348995
0,17,1,0,8.580240411,2577.53202,1049.03878,1.002538099
0,17,2,0,10.06803482,3495.139957,504.5391555,0.966229669
0,17,3,0,9.84978122,4314.607035,600.6573603,0.973429744
0,17,4,0,10.19029398,3766.332822,144.076076,0.956482289
0,17,5,0,8.877826604,4101.885733,1212.436317,0.972431661
0,17,6,0,8.578434823,2837.273112,1504.21352,0.934028075
0,17,7,0,8.43960552,3552.981124,592.7119745,0.993008063
0,17,8,0.038647441,9.561284916,3426.388191,1761.840098,0.998174626
0,17,9,0.062913218,10.40427539,2118.139033,634.0839901,0.96224686
0,17,10,0.041181988,9.836275735,2710.510505,1023.014254,0.982121785
0,17,11,0.042680173,10.64234123,3102.069232,783.4047979,0.970577482
0,17,12,0.162369208,10.33492488,4006.77027,1800.606573,0.955905443
0,17,13,0.09176946,9.871545191,3412.339814,3097.853108,0.966361403
0,17,14,0.172147687,9.301174102,4663.932929,11372.46454,0.990085048
0,17,15,0.135686402,10.39645816,5513.686049,9111.189697,0.946127407
0,17,16,0.025867546,9.439301738,3621.806158,9226.590217,0.994183218
0,17,17,0.119198146,9.767492944,3808.101987,7607.895173,0.995465521
0,17,18,0.057113112,10.48566944,4359.492718,6516.382588,0.956485609
0,17,19,0.072318327,10.24418867,3706.389475,7815.559527,1.01152917
0,17,20,0.033616114,9.168246532,3759.812005,6370.930373,0.971412279
0,17,21,0.037285478,9.954523835,3943.761052,7264.276029,1.042683413
0,17,22,0,10.09932778,3032.272926,583.8649203,0.922997434
0,17,23,0,9.716450587,3255.777434,737.9610475,0.947279759
0,17,24,0,10.61484305,3416.997962,442.1144919,0.992645769
0,18,1,0,10.72964785,3695.671918,2404.387809,0.976137447
0,18,2,0,8.924456289,4822.178657,1139.649056,1.025185943
0,18,3,0,8.819384795,3210.281965,669.8820798,0.951023679
0,18,4,0,9.622553111,3039.968482,1477.706263,1.021109622
0,18,5,0,11.04310681,3146.005175,520.5457642,0.975211378
0,18,6,0,8.535192734,3360.229465,2050.920638,0.956331461
0,18,7,0,11.01962887,3555.340021,736.2713779,0.99957199
0,18,8,0.054862448,11.16202406,3114.994672,139.4267577,0.929450072
0,18,9,0.012733852,10.42501877,2229.815415,750.964107,0.975546511
0,18,10,0.06310002,9.907266453,2701.789731,447.3671418,1.012973915
0,18,11,0.141183947,8.592306735,3087.849472,1134.880924,0.963078027
0,18,12,0.071608713,9.701135153,3443.076206,1707.496846,0.977223059
